STATION;NAME;LATITUDE;LONGITUDE;ELEVATION;DATE;AWND
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;15.01.2015;2,7
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;16.01.2015;0,7
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;17.01.2015;1,7
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;18.01.2015;1,9
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;19.01.2015;2,2
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;20.01.2015;1,6
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;21.01.2015;3,7
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;22.01.2015;6,7
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;23.01.2015;5,3
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;24.01.2015;2,2
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;25.01.2015;3,6
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;26.01.2015;2,6
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;27.01.2015;1,5
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;28.01.2015;2,1
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;29.01.2015;2
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;30.01.2015;4
USW00012960;HOUSTON INTERCONTINENTAL AIRPORT, TX US;29.98;-95.36;29;31.01.2015;4,7
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;01.01.2015;5,1
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;02.01.2015;3,6
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;03.01.2015;2,5
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;04.01.2015;5,1
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;05.01.2015;2,2
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;06.01.2015;1,4
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;07.01.2015;5,6
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;08.01.2015;4,1
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;09.01.2015;6
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;10.01.2015;5,9
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;11.01.2015;3,7
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;12.01.2015;3,8
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;13.01.2015;4,1
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;14.01.2015;4,2
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;15.01.2015;4,7
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;16.01.2015;1,8
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;17.01.2015;2,1
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;18.01.2015;4,1
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;19.01.2015;2,4
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;20.01.2015;2,1
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;21.01.2015;4,3
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;22.01.2015;5,9
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;23.01.2015;6,7
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;24.01.2015;3,8
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;25.01.2015;2,6
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;26.01.2015;2,6
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;27.01.2015;3
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;28.01.2015;3,8
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;29.01.2015;3,1
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;30.01.2015;5,6
USW00012928;KINGSVILLE NAAS, TX US;27.5;-97.81667;17,1;31.01.2015;6
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;01.01.2015;6,9
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;02.01.2015;4,5
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;03.01.2015;3,4
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;04.01.2015;7,2
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;05.01.2015;4,4
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;06.01.2015;2,3
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;07.01.2015;6,7
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;08.01.2015;6,6
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;09.01.2015;9,3
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;10.01.2015;9,8
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;11.01.2015;4,8
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;12.01.2015;5,1
USW00012926;CORPUS CHRISTI NAS, TX US;27.68333;-97.28333;5,5;13.01.2015;6,4
