STATION;NAME;LATITUDE;LONGITUDE;ELEVATION;DATE;WDMV
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;19.07.1964;111
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;20.07.1964;150
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;21.07.1964;172
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;22.07.1964;238
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;23.07.1964;257
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;24.07.1964;224
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;25.07.1964;222
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;26.07.1964;201
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;27.07.1964;180
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;28.07.1964;251
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;29.07.1964;261
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;30.07.1964;282
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;31.07.1964;338
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;04.09.1964;158
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;05.09.1964;89
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;06.09.1964;80
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;07.09.1964;138
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;08.09.1964;156
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;09.09.1964;119
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;10.09.1964;121
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;11.09.1964;122
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;12.09.1964;117
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;13.09.1964;142
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;14.09.1964;121
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;15.09.1964;140
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;16.09.1964;159
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;17.09.1964;169
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;18.09.1964;92
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;21.09.1964;167
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;22.09.1964;163
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;23.09.1964;129
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;24.09.1964;138
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;25.09.1964;158
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;26.09.1964;106
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;27.09.1964;132
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;28.09.1964;217
USC00415721;MCCOOK, TX US;26,5650;-98,1236;67,1;29.09.1964;126
