STATION;NAME;LATITUDE;LONGITUDE;ELEVATION;DATE;EVAP
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;01.09.1963;10,4
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;02.09.1963;8,4
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;03.09.1963;8,9
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;04.09.1963;6,6
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;05.09.1963;7,6
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;06.09.1963;6,9
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;07.09.1963;9,7
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;08.09.1963;10,7
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;09.09.1963;10,9
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;10.09.1963;10,2
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;11.09.1963;10,2
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;12.09.1963;9,7
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;13.09.1963;8,9
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;14.09.1963;9,7
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;15.09.1963;4,6
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;16.09.1963;7,6
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;17.09.1963;7,6
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;18.09.1963;7,9
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;19.09.1963;7,9
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;20.09.1963;5,3
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;21.09.1963;4,3
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;22.09.1963;5,3
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;23.09.1963;6,6
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;24.09.1963;4,3
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;25.09.1963;7,1
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;26.09.1963;7,6
USC00415721;MCCOOK, TX US;26,565;-98,1236;67,1;27.09.1963;5,8
