"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TOBS"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-01","3.3"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-02","4.4"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-03","15.0"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-04","11.1"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-05","13.3"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-06","9.4"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-07","4.4"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-08","15.0"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-09","16.7"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-10","18.3"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-11","20.6"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-12","18.9"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-13","17.2"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-14","8.3"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-15","10.0"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-16","13.3"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-17","3.9"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-18","3.9"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-19","11.1"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-20","-6.1"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-21","-1.7"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-22","5.0"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-23","6.1"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-24","11.7"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-25","-0.6"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-26","4.4"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-27","1.1"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-28","-4.4"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-29","0.6"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-30","6.1"
"USC00413922","HAPPY, TX US","34.73333","-101.85","1104.0","1945-01-31","1.1"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-01","0.0"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-02","4.4"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-03","-1.7"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-04","2.2"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-05","5.0"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-06","10.0"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-07","2.8"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-08","5.6"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-09","-1.7"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-10","1.1"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-11","6.1"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-12","6.1"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-13","6.1"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-14","5.0"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-15","2.8"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-16","2.8"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-17","6.1"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-18","5.0"
"USC00412715","EASTLAND, TX US","32.39889","-98.8175","438.3","1945-01-19","0.6"
