STATION;NAME;LATITUDE;LONGITUDE;ELEVATION;DATE;PRCP
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;01.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;02.08.1955;34,3
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;03.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;04.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;05.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;06.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;07.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;08.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;09.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;10.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;11.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;12.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;13.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;14.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;15.08.1955;6,4
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;16.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;17.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;18.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;19.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;20.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;21.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;22.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;23.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;24.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;25.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;26.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;27.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;28.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;29.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;30.08.1955;0
USC00411741;CIBOLO CREEK, TX US;29.01667;-97.93333;95,1;31.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;01.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;02.08.1955;5,6
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;03.08.1955;61,7
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;04.08.1955;11,9
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;05.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;06.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;07.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;08.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;09.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;10.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;11.08.1955;1,3
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;12.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;13.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;14.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;15.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;16.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;17.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;18.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;19.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;20.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;21.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;22.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;23.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;24.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;25.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;26.08.1955;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;27.08.1955;0,5
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;28.08.1955;10,2
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;29.08.1955;6,4
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;30.08.1955;6,6
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;31.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;01.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;02.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;03.08.1955;20,3
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;04.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;05.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;06.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;07.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;08.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;09.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;10.08.1955;12,7
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;11.08.1955;1,3
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;12.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;13.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;14.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;15.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;16.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;17.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;18.08.1955;3
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;19.08.1955;5,3
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;20.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;21.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;22.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;23.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;24.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;25.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;26.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;27.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;28.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;29.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;30.08.1955;0
USC00411984;COPPERAS COVE, TX US;31.11667;-97.9;326,1;31.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;01.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;02.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;03.08.1955;1,3
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;04.08.1955;4,6
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;05.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;06.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;07.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;08.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;09.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;10.08.1955;47,5
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;11.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;12.08.1955;10,7
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;13.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;14.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;15.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;16.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;17.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;18.08.1955;12,2
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;19.08.1955;10,7
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;20.08.1955;7,1
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;21.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;22.08.1955;1,8
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;23.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;24.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;25.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;26.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;27.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;28.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;29.08.1955;0
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;30.08.1955;14,2
USC00418382;SLOAN, TX US;31.15;-98.91667;396,8;31.08.1955;0
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;01.08.1955;0
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;02.08.1955;0
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;03.08.1955;5,8
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;04.08.1955;27,4
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;05.08.1955;5,1
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;06.08.1955;0
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;07.08.1955;0,8
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;08.08.1955;0
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;09.08.1955;1
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;10.08.1955;1,3
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;11.08.1955;4,1
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;12.08.1955;0
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;13.08.1955;3,8
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;14.08.1955;1,8
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;15.08.1955;0
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;16.08.1955;0
USC00417173;PORT ARTHUR WEATHER BUREAU CITY, TX US;29.86667;-93.93333;3;17.08.1955;0
