STATION;NAME;LATITUDE;LONGITUDE;ELEVATION;DATE;EVAP
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;01.01.1953;1,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;02.01.1953;4,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;03.01.1953;4,6
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;04.01.1953;5,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;05.01.1953;1,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;06.01.1953;3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;07.01.1953;0,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;08.01.1953;5,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;09.01.1953;5,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;10.01.1953;4,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;11.01.1953;2,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;12.01.1953;2,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;13.01.1953;0,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;14.01.1953;1,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;15.01.1953;0,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;16.01.1953;2,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;17.01.1953;2,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;18.01.1953;2,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;19.01.1953;1
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;20.01.1953;1,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;21.01.1953;2,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;22.01.1953;0,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;23.01.1953;4,6
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;24.01.1953;2,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;25.01.1953;0,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;26.01.1953;1,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;27.01.1953;3,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;28.01.1953;1,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;29.01.1953;2,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;30.01.1953;0
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;31.01.1953;2,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;01.02.1953;0
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;02.02.1953;2,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;03.02.1953;1,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;04.02.1953;1,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;06.02.1953;2,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;07.02.1953;2,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;08.02.1953;3,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;09.02.1953;0,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;10.02.1953;1
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;11.02.1953;0,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;12.02.1953;2,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;13.02.1953;4,6
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;14.02.1953;0,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;15.02.1953;3,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;16.02.1953;4,1
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;17.02.1953;4,6
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;18.02.1953;1,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;19.02.1953;0,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;20.02.1953;2,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;21.02.1953;7,1
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;22.02.1953;1,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;23.02.1953;0
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;24.02.1953;0
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;25.02.1953;0
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;26.02.1953;1,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;27.02.1953;1,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;28.02.1953;1,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;01.03.1953;0,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;02.03.1953;1,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;03.03.1953;5,6
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;04.03.1953;1
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;05.03.1953;2,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;06.03.1953;1,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;07.03.1953;0
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;08.03.1953;0,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;09.03.1953;1
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;10.03.1953;1,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;11.03.1953;0,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;12.03.1953;1,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;13.03.1953;0
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;14.03.1953;2,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;15.03.1953;2
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;16.03.1953;3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;17.03.1953;1,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;18.03.1953;0,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;19.03.1953;2,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;20.03.1953;2,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;21.03.1953;0,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;22.03.1953;1,5
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;23.03.1953;5,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;24.03.1953;3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;25.03.1953;4,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;26.03.1953;3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;27.03.1953;2,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;28.03.1953;1
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;29.03.1953;3,3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;30.03.1953;3
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;31.03.1953;1,8
USC00410257;ANGLETON 2 W, TX US;29,1573;-95,4593;8,2;01.04.1953;1,8
