STATION;NAME;LATITUDE;LONGITUDE;ELEVATION;DATE;EVAP
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;01.01.1950;0,8
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;02.01.1950;1
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;03.01.1950;2
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;04.01.1950;5,3
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;05.01.1950;1,3
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;06.01.1950;0,3
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;07.01.1950;2,3
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;08.01.1950;3,8
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;09.01.1950;3
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;10.01.1950;1,8
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;11.01.1950;3,6
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;12.01.1950;2,3
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;13.01.1950;3,6
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;14.01.1950;2,8
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;15.01.1950;3,6
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;17.01.1950;6,1
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;18.01.1950;3,3
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;19.01.1950;3,6
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;20.01.1950;3
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;21.01.1950;2,3
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;22.01.1950;3,3
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;23.01.1950;5,8
USC00413280;FORT STOCKTON, TX US;30,9071;-102,9153;926;24.01.1950;7,9
