STATION;NAME;LATITUDE;LONGITUDE;ELEVATION;DATE;TMAX
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;01.01.1955;22,8
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;02.01.1955;23,3
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;03.01.1955;21,1
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;04.01.1955;23,9
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;05.01.1955;22,8
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;06.01.1955;21,1
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;07.01.1955;12,2
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;08.01.1955;13,3
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;09.01.1955;11,7
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;10.01.1955;10
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;11.01.1955;12,8
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;12.01.1955;17,2
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;13.01.1955;16,1
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;14.01.1955;11,7
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;15.01.1955;11,1
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;16.01.1955;11,7
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;17.01.1955;17,2
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;18.01.1955;15,6
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;19.01.1955;7,8
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;20.01.1955;4,4
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;21.01.1955;14,4
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;22.01.1955;13,3
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;23.01.1955;7,8
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;24.01.1955;13,9
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;25.01.1955;16,7
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;26.01.1955;17,8
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;27.01.1955;17,2
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;28.01.1955;12,8
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;29.01.1955;14,4
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;30.01.1955;17,8
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;31.01.1955;18,9
USC00410665;BELTON DAM, TX US;31.1;-97.48333;202,4;01.01.1955;15,6
