STATION;NAME;LATITUDE;LONGITUDE;ELEVATION;DATE;TMAX
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;01.01.1985;6,7
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;02.01.1985;2,2
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;03.01.1985;7,8
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;04.01.1985;8,9
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;05.01.1985;11,7
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;06.01.1985;15
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;07.01.1985;16,1
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;08.01.1985;14,4
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;09.01.1985;13,3
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;10.01.1985;13,3
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;11.01.1985;2,2
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;12.01.1985;0,6
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;13.01.1985;2,8
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;14.01.1985;12,2
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;15.01.1985;10,6
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;16.01.1985;8,3
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;17.01.1985;10,6
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;18.01.1985;17,8
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;19.01.1985;19,4
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;20.01.1985;4,4
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;21.01.1985;3,3
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;22.01.1985;7,8
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;23.01.1985;7,8
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;24.01.1985;16,1
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;25.01.1985;17,8
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;26.01.1985;8,3
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;27.01.1985;6,7
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;28.01.1985;5,6
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;29.01.1985;9,4
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;30.01.1985;20,6
USW00003951;LONGVIEW 11 SE, TX US;32.3466;-94.6533;124,1;31.01.1985;7,2
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;01.01.1985;21,1
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;02.01.1985;6,7
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;03.01.1985;2,2
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;04.01.1985;7,8
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;05.01.1985;8,9
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;06.01.1985;11,7
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;07.01.1985;15
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;08.01.1985;16,1
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;09.01.1985;16,1
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;10.01.1985;13,9
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;11.01.1985;6,7
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;12.01.1985;3,3
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;13.01.1985;0
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;14.01.1985;3,9
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;15.01.1985;12,2
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;16.01.1985;11,1
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;17.01.1985;7,2
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;18.01.1985;10,6
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;19.01.1985;18,3
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;20.01.1985;20
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;21.01.1985;-4,4
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;22.01.1985;3,9
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;23.01.1985;8,9
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;24.01.1985;7,8
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;25.01.1985;17,2
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;26.01.1985;19,4
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;27.01.1985;8,9
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;28.01.1985;8,3
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;29.01.1985;5,6
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;30.01.1985;9,4
USC00411500;CARTHAGE, TX US;32.1615;-94.3398;93;31.01.1985;20,6
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;01.01.1985;5,6
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;02.01.1985;-1,1
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;03.01.1985;-0,6
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;04.01.1985;5
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;05.01.1985;11,1
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;06.01.1985;10
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;07.01.1985;19,4
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;08.01.1985;13,3
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;09.01.1985;12,8
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;10.01.1985;19,4
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;11.01.1985;5
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;12.01.1985;1,1
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;13.01.1985;-3,9
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;14.01.1985;-3,9
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;15.01.1985;10,6
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;16.01.1985;11,1
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;17.01.1985;8,9
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;18.01.1985;13,3
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;19.01.1985;16,7
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;20.01.1985;22,2
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;21.01.1985;-5
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;22.01.1985;3,3
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;23.01.1985;6,7
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;24.01.1985;9,4
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;25.01.1985;17,2
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;26.01.1985;19,4
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;27.01.1985;9,4
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;28.01.1985;14,4
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;29.01.1985;11,1
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;30.01.1985;21,1
USC00412715;EASTLAND, TX US;32.39889;-98.8175;438,3;31.01.1985;16,1
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;01.01.1985;29,4
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;02.01.1985;29,4
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;03.01.1985;29,4
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;04.01.1985;11,1
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;05.01.1985;17,2
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;06.01.1985;15
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;07.01.1985;19,4
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;08.01.1985;20,6
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;09.01.1985;22,8
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;10.01.1985;24,4
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;11.01.1985;25
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;12.01.1985;16,1
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;13.01.1985;7,2
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;14.01.1985;2,2
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;15.01.1985;8,3
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;16.01.1985;12,8
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;17.01.1985;15,6
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;18.01.1985;12,8
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;19.01.1985;21,7
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;20.01.1985;23,3
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;21.01.1985;9,4
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;22.01.1985;9,4
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;23.01.1985;12,8
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;24.01.1985;12,8
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;25.01.1985;12,2
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;26.01.1985;19,4
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;27.01.1985;21,1
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;28.01.1985;27,2
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;29.01.1985;19,4
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;30.01.1985;24,4
USC00417179;PORT ISABEL, TX US;26.0941;-97.3094;5,2;31.01.1985;26,1
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;01.01.1985;20
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;02.01.1985;6,7
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;03.01.1985;-2,2
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;04.01.1985;9,4
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;05.01.1985;13,9
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;06.01.1985;17,8
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;07.01.1985;20
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;08.01.1985;15,6
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;09.01.1985;13,3
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;10.01.1985;20,6
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;11.01.1985;13,3
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;12.01.1985;5
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;13.01.1985;-5
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;14.01.1985;-1,7
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;15.01.1985;6,7
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;16.01.1985;8,9
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;17.01.1985;10,6
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;18.01.1985;14,4
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;19.01.1985;19,4
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;20.01.1985;18,9
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;21.01.1985;1,7
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;22.01.1985;1,7
USC00418022;SANDERSON, TX US;30.1414;-102.3917;849,8;23.01.1985;5,6
