"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG"
"USR0000TMAT","MATAGORDA ISLAND TEXAS, TX US","28.1228","-96.8022","11.0","2005-08-25","31.0"
"USR0000TMAT","MATAGORDA ISLAND TEXAS, TX US","28.1228","-96.8022","11.0","2005-08-26","30.4"
"USR0000TMAT","MATAGORDA ISLAND TEXAS, TX US","28.1228","-96.8022","11.0","2005-08-27","30.4"
"USR0000TMAT","MATAGORDA ISLAND TEXAS, TX US","28.1228","-96.8022","11.0","2005-08-28","30.6"
"USR0000TMAT","MATAGORDA ISLAND TEXAS, TX US","28.1228","-96.8022","11.0","2005-08-29","29.9"
"USR0000TMAT","MATAGORDA ISLAND TEXAS, TX US","28.1228","-96.8022","11.0","2005-08-30","30.5"
"USR0000TMAT","MATAGORDA ISLAND TEXAS, TX US","28.1228","-96.8022","11.0","2005-08-31","30.6"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-01","26.1"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-02","27.1"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-03","26.1"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-04","25.2"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-05","24.0"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-06","26.2"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-07","26.3"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-08","23.2"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-09","23.9"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-10","24.0"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-11","26.3"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-12","27.2"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-13","26.1"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-14","27.4"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-15","25.3"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-16","27.6"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-17","28.0"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-18","28.2"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-19","28.3"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-20","27.8"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-21","27.8"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-22","28.1"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-23","29.0"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-24","28.8"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-25","28.4"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-26","28.4"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-27","29.9"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-28","24.9"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-29","25.6"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-30","25.4"
"USR0000TMAS","MASON TEXAS, TX US","30.7358","-99.1861","445.9","2005-08-31","27.5"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-01","27.7"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-02","28.8"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-03","29.1"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-04","27.4"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-05","24.0"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-06","25.7"
"USR0000TMAA","MATADOR W.M.A. TEXAS, TX US","34.1333","-100.4167","579.1","2005-08-07","25.7"
